open_time,open,high,low,close,volume,tenkan,kijun,senkou_a,senkou_b,chikou
2024-09-15 00:00:00+00:00,57844.0,60625.0,57632.62,60025.95,39484.30389,,,,,71096.04
2024-09-17 00:00:00+00:00,60025.95,60395.8,57493.3,57630.01,40916.35888,,,,,76005.25
2024-09-19 00:00:00+00:00,57630.01,62589.52,57622.0,62226.0,72645.05352,,,,,76884.01
2024-09-21 00:00:00+00:00,62226.0,64133.32,61555.0,63174.0,56066.304,,,,,88978.57
2024-09-23 00:00:00+00:00,63174.01,64000.0,62357.93,63577.88,24380.51661,,,,,90104.93
2024-09-25 00:00:00+00:00,63577.87,64745.88,62700.0,64126.93,45965.13885,,,,,91000.0
2024-09-27 00:00:00+00:00,64126.94,65839.0,62670.0,65241.98,45766.06252,,,,,89940.0
2024-09-29 00:00:00+00:00,65241.99,66498.0,64819.9,65687.1,30940.469970000002,,,,,92044.19
2024-10-01 00:00:00+00:00,65687.1,66076.12,62856.3,63531.99,39292.16058,61995.65,,,,97987.57
2024-10-03 00:00:00+00:00,63532.0,64130.63,60000.0,60988.01,75515.66777,61995.65,,,,97919.5
2024-10-05 00:00:00+00:00,60988.01,62484.85,59828.11,62170.0,46305.06011,62060.0,,,,93836.5
2024-10-07 00:00:00+00:00,62170.0,63718.84,61689.26,63677.98,17983.27397,63163.055,,,,96552.01
2024-10-09 00:00:00+00:00,63677.98,64478.19,61860.31,62154.0,44660.07818,63163.055,,,,96968.06
2024-10-11 00:00:00+00:00,62154.0,62543.75,58946.0,60194.01,43992.77287,62722.0,,,,97436.75
2024-10-13 00:00:00+00:00,60194.01,63480.0,60087.64,63190.23,34235.69318,62722.0,,,,95746.42
2024-10-15 00:00:00+00:00,63190.24,66500.0,62050.0,65929.99,50340.67444,62723.0,,,,97551.99
2024-10-17 00:00:00+00:00,65930.0,68424.0,64800.01,67709.99,72905.43941,63685.0,,,,99978.38
2024-10-19 00:00:00+00:00,67709.99,69000.0,66666.0,68334.2,53927.23792,63973.0,,,,97867.91
2024-10-21 00:00:00+00:00,68334.21,69519.52,68010.0,69160.0,21837.28659,64232.76,,,,100772.46
2024-10-23 00:00:00+00:00,69160.0,69480.0,66571.42,67179.13,55039.26169,64232.76,,,,101301.07
2024-10-25 00:00:00+00:00,67179.13,68850.0,65260.0,67989.27,48145.54967,64232.76,,,,105444.95
2024-10-27 00:00:00+00:00,67989.26,68771.49,65596.29,67014.85,45929.7673,64232.76,,,,106098.93
2024-10-29 00:00:00+00:00,67014.85,70270.0,66913.73,69960.88,38144.07422,65178.82,,,,97248.22
2024-10-31 00:00:00+00:00,69960.89,73620.12,69840.24,72165.99,77370.23533,67835.06,,,,97253.01
2024-11-02 00:00:00+00:00,72165.99,72700.0,68820.14,69665.99,67242.52335999999,69210.065,,,,94550.22
2024-11-04 00:00:00+00:00,69665.99,69914.37,67478.73,68712.0,35780.51243,69440.06,65556.70999999999,,,99028.66
2024-11-06 00:00:00+00:00,68712.0,71455.0,66835.0,71096.04,66729.08751,69440.06,65556.70999999999,,,94398.75
2024-11-08 00:00:00+00:00,71096.03,76849.99,70606.0,76005.25,146128.160362,71054.995,67235.995,,,93583.96
2024-11-10 00:00:00+00:00,76005.24,77199.99,75555.0,76884.01,53744.423473,71229.995,68072.995,,,94401.14
2024-11-12 00:00:00+00:00,76884.01,89530.54,76661.4,88978.57,148507.791491,77563.415,74238.26999999999,,,96825.82
2024-11-14 00:00:00+00:00,88978.56,93265.64,85072.0,90104.93,179841.297978,80050.32,76105.82,,,98213.43
2024-11-16 00:00:00+00:00,90104.93,91850.0,86668.21,91000.0,104008.21141,80050.32,76105.82,,,102042.46
2024-11-18 00:00:00+00:00,91000.0,91779.66,88722.0,89940.0,45999.15558,80050.32,76105.82,,,95135.3
2024-11-20 00:00:00+00:00,89940.0,93905.51,89376.9,92044.19,90225.40045,80370.255,76425.755,,,94600.69
2024-11-22 00:00:00+00:00,92044.18,98988.0,91500.0,97987.57,112111.692829,82911.5,78967.0,,,95325.43
2024-11-24 00:00:00+00:00,97987.56,99588.01,97122.11,97919.5,70462.244193,85097.005,79267.005,,,96889.36
2024-11-26 00:00:00+00:00,97919.51,98871.8,92600.19,93836.5,83715.52655,87571.505,79267.005,,,100120.58
2024-11-28 00:00:00+00:00,93836.58,97208.21,90791.1,96552.01,97815.28647,88124.70499999999,79267.005,,,104108.0
2024-11-30 00:00:00+00:00,96552.0,98619.99,94640.0,96968.06,55799.90468,92330.005,79267.005,,,101187.75
2024-12-02 00:00:00+00:00,96968.06,97836.0,95693.88,97436.75,31829.553350000002,93128.11,79837.825,,,103307.51
2024-12-04 00:00:00+00:00,97436.75,98130.0,93578.17,95746.42,73848.30562,94155.005,80819.005,,,104419.59
2024-12-06 00:00:00+00:00,95746.41,104088.0,90500.0,97551.99,156302.383572,96732.45,84444.005,,,101728.0
2024-12-08 00:00:00+00:00,97551.99,101898.99,97109.68,99978.38,56672.68315,97294.0,84674.0,,,101702.59
2024-12-10 00:00:00+00:00,99978.38,101351.0,94150.05,97867.91,70118.81374,97294.0,84674.0,,,104898.49
2024-12-12 00:00:00+00:00,97867.91,101888.0,94256.54,100772.46,88491.33495,97294.0,84674.0,,,101243.86
2024-12-14 00:00:00+00:00,100772.47,102540.0,99205.0,101301.07,50634.04827,97294.0,84674.0,,,101058.01
2024-12-16 00:00:00+00:00,101301.07,106648.0,100609.41,105444.95,40391.652421,98574.0,86122.14499999999,,,96826.96
2024-12-18 00:00:00+00:00,105444.95,108353.0,103333.0,106098.93,66927.54081,99426.5,87594.0,,,96650.14
2024-12-20 00:00:00+00:00,106098.92,106524.98,95700.0,97248.22,106982.31124,99426.5,87594.0,,,96717.98
2024-12-22 00:00:00+00:00,97248.22,99540.61,92232.54,97253.01,84263.72187,99426.5,87594.0,,,96060.0
2024-12-24 00:00:00+00:00,97253.01,97432.69,92520.0,94550.22,52698.06182,100292.76999999999,87594.0,,,96750.83
2024-12-26 00:00:00+00:00,94550.23,99963.7,93569.02,99028.66,38305.21145,100292.76999999999,87594.0,67498.385,,97594.57
2024-12-28 00:00:00+00:00,99028.66,99250.0,93500.01,94398.75,47016.22012,100292.76999999999,89479.5,67498.385,,95637.93
2024-12-30 00:00:00+00:00,94398.75,95733.99,93009.52,93583.96,22102.41784,100292.76999999999,91954.0,69145.495,,96853.98
